rank,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,rating,genre,theaters,runtime,year,profit
148,2004-11-10,The Polar Express,170000000,188578855,312719437,23325035.0,G,Adventure,3650.0,92.0,2004.0,142719437
149,2012-05-30,Snow White and the Huntsman,170000000,155136755,401021746,56217700.0,PG-13,Adventure,3777.0,127.0,2012.0,231021746
150,2003-07-01,Terminator 3: Rise of the Machines,170000000,150358296,433058296,44041440.0,R,Action,3504.0,109.0,2003.0,263058296
151,2004-05-05,Van Helsing,170000000,120150546,300150546,51748040.0,PG-13,Action,3580.0,132.0,2004.0,130150546
152,2019-03-27,Dumbo,170000000,114766307,353166307,45990748.0,PG,Adventure,4259.0,130.0,2019.0,183166307
153,2019-05-29,Godzilla: King of the Monsters,170000000,110500138,383299915,47776293.0,PG-13,Action,4108.0,132.0,2019.0,213299915
154,2015-05-20,Tomorrowland,170000000,93436322,206627518,33028165.0,PG,Adventure,3972.0,129.0,2015.0,36627518
155,2019-02-01,Alita: Battle Angel,170000000,85838210,401900040,28525613.0,PG-13,Action,3802.0,122.0,2019.0,231900040
156,2016-05-20,Alice Through the Looking Glass,170000000,77042381,276928112,26858726.0,PG,Adventure,3763.0,113.0,2016.0,106928112
157,2022-06-01,Jurassic World: Dominion,165000000,376009080,1001188755,145075625.0,PG-13,Action,4697.0,146.0,2022.0,836188755
158,2010-05-21,Shrek Forever After,165000000,238736787,756244673,70838207.0,PG,Adventure,4386.0,93.0,2010.0,591244673
159,2016-10-24,Doctor Strange,165000000,232641920,676354481,85058311.0,PG-13,Action,3882.0,115.0,2016.0,511354481
160,2014-10-25,Big Hero 6,165000000,222527828,648415024,56215889.0,PG,Adventure,3773.0,108.0,2014.0,483415024
161,2010-03-26,How to Train Your Dragon,165000000,217581232,494870992,43732319.0,PG,Adventure,4060.0,91.0,2010.0,329870992
162,2012-11-01,Wreck-It Ralph,165000000,189412677,496511521,49038712.0,PG,Adventure,3752.0,101.0,2012.0,331511521
163,2014-11-05,Interstellar,165000000,188017894,649133873,47510360.0,PG-13,Adventure,3561.0,165.0,2014.0,484133873
164,2021-09-15,Dune,165000000,108327830,397720527,41011174.0,PG-13,Action,4125.0,156.0,2021.0,232720527
165,2016-06-22,Independence Day: Resurgence,165000000,103144286,384169424,41039944.0,PG-13,Action,4091.0,119.0,2016.0,219169424
166,2011-07-29,Cowboys and Aliens,163000000,100368560,176038324,36431290.0,PG-13,Action,3754.0,118.0,2011.0,13038324
167,2017-03-16,Beauty and the Beast,160000000,504014165,1270042058,174750616.0,PG,Musical,4210.0,123.0,2017.0,1110042058
168,2019-06-27,Spider-Man: Far From Home,160000000,390532085,1132532832,92579212.0,PG-13,Action,4634.0,129.0,2019.0,972532832
169,2018-12-06,Aquaman,160000000,335061807,1143758700,67873522.0,PG-13,Action,4184.0,143.0,2018.0,983758700
170,2007-05-17,Shrek the Third,160000000,322719944,807330936,121629270.0,PG,Adventure,4172.0,92.0,2007.0,647330936
171,2010-07-16,Inception,160000000,292576195,728582465,62785337.0,PG-13,Thriller/Suspense,3792.0,147.0,2010.0,568582465
172,2015-11-18,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,102665981.0,PG-13,Thriller/Suspense,4175.0,136.0,2015.0,488986787
173,2013-05-17,Fast and Furious 6,160000000,238679850,789300444,97375245.0,PG-13,Action,3771.0,130.0,2013.0,629300444
174,2014-05-14,Godzilla,160000000,200676069,529076069,93188384.0,PG-13,Action,3952.0,123.0,2014.0,369076069
175,2011-06-03,X-Men: First Class,160000000,146408305,355408305,55101604.0,PG-13,Action,3692.0,132.0,2011.0,195408305
176,2008-12-25,The Curious Case of Benjamin Button,160000000,127509326,329631958,26853816.0,PG-13,Drama,2988.0,167.0,2008.0,169631958
177,2010-07-14,The Sorcerer's Apprentice,160000000,63150991,217986320,17619622.0,PG,Adventure,3504.0,108.0,2010.0,57986320
179,2016-05-25,Warcraft,160000000,47365290,438899824,24166110.0,PG-13,Action,3406.0,123.0,2016.0,278899824
181,2016-09-29,Deepwater Horizon,156000000,61433527,122359309,20223544.0,PG-13,Thriller/Suspense,3403.0,107.0,2016.0,-33640691
183,2021-03-25,Godzilla vs. Kong,155000000,100916094,468064628,32200000.0,PG-13,Action,3084.0,113.0,2021.0,313064628
184,2015-06-24,Terminator: Genisys,155000000,89760956,432150894,27018486.0,PG-13,Action,3783.0,126.0,2015.0,277150894
185,2018-03-16,Pacific Rim: Uprising,155000000,59874525,290930148,28116535.0,PG-13,Action,3708.0,111.0,2018.0,135930148
186,2004-11-24,Alexander,155000000,34297191,167297191,13687087.0,R,Action,2445.0,175.0,2004.0,12297191
187,2017-07-14,War for the Planet of the Apes,152000000,146880162,489592267,56262929.0,PG-13,Action,4100.0,142.0,2017.0,337592267
188,2001-05-25,Pearl Harbor,151500000,198539855,449239853,59078912.0,PG-13,Action,3255.0,182.0,2001.0,297739853
189,2007-07-02,Transformers,151000000,319246193,708272592,70502384.0,PG-13,Action,4050.0,142.0,2007.0,557272592
190,2019-11-20,Frozen II,150000000,477373578,1445182280,130263358.0,PG,Adventure,4440.0,103.0,2019.0,1295182280
191,2017-05-29,Wonder Woman,150000000,412563408,818058221,103251471.0,PG-13,Action,4165.0,141.0,2017.0,668058221
192,2013-11-22,Frozen,150000000,400953009,1261788407,243390.0,PG,Musical,3742.0,102.0,2013.0,1111788407
193,2016-02-10,Zootopia,150000000,341268248,1004629935,75063401.0,PG,Adventure,3959.0,108.0,2016.0,854629935
194,2007-07-11,Harry Potter and the Order of the Phoenix,150000000,292137260,939619849,77108414.0,PG-13,Adventure,4285.0,138.0,2007.0,789619849
195,2005-11-18,Harry Potter and the Goblet of Fire,150000000,290201752,886746240,102685961.0,PG-13,Adventure,3858.0,150.0,2005.0,736746240
196,2003-05-15,The Matrix Reloaded,150000000,281553689,738576929,91774413.0,R,Action,3603.0,138.0,2003.0,588576929
197,2007-12-14,I am Legend,150000000,256393010,585532684,77211321.0,PG-13,Horror,3648.0,100.0,2007.0,435532684
198,2016-01-27,Moana,150000000,248757044,631617146,56631401.0,PG,Musical,3875.0,113.0,2016.0,481617146
199,2008-07-01,Hancock,150000000,227946274,624234272,62603879.0,PG-13,Action,3965.0,92.0,2008.0,474234272
200,2021-09-01,Shang-Chi and the Legend of the Ten Rings,150000000,224543292,432243292,75388688.0,PG-13,Action,4300.0,132.0,2021.0,282243292
201,2005-07-15,Charlie and the Chocolate Factory,150000000,206459076,475825484,56178450.0,PG,Adventure,3790.0,115.0,2005.0,325825484
202,2007-06-29,Ratatouille,150000000,206445654,626549695,47027395.0,G,Adventure,3940.0,110.0,2007.0,476549695
203,2013-10-30,Thor: The Dark World,150000000,206362140,644602516,85737841.0,PG-13,Action,3841.0,111.0,2013.0,494602516
204,2005-06-15,Batman Begins,150000000,205343774,358858124,48745440.0,PG-13,Action,3858.0,140.0,2005.0,208858124
205,2015-07-29,Mission: Impossible—Rogue Nation,150000000,195042377,688858992,55520089.0,PG-13,Action,3988.0,131.0,2015.0,538858992
206,2017-07-18,Dunkirk,150000000,190068280,518058826,50513488.0,PG-13,Action,4014.0,107.0,2017.0,368058826
207,2011-04-29,Thor,150000000,181030624,449326618,65723338.0,PG-13,Action,3963.0,113.0,2011.0,299326618
208,2008-11-07,Madagascar: Escape 2 Africa,150000000,180174880,599680774,63106589.0,PG,Adventure,4065.0,89.0,2008.0,449680774
209,2009-05-01,X-Men Origins: Wolverine,150000000,179883157,374825760,85058003.0,PG-13,Action,4102.0,107.0,2009.0,224825760
210,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063,54173286.0,PG,Adventure,4101.0,105.0,2009.0,252231063
211,2011-05-26,Kung Fu Panda 2,150000000,165249063,664837547,47656302.0,PG,Adventure,3952.0,90.0,2011.0,514837547
212,2015-05-14,Mad Max: Fury Road,150000000,153636354,367457874,45428128.0,R,Action,3722.0,120.0,2015.0,217457874
213,2019-05-03,Pokémon: Detective Pikachu,150000000,144105346,431344168,54365242.0,PG,Adventure,4248.0,104.0,2019.0,281344168
214,2003-11-05,The Matrix Revolutions,150000000,139270910,427300260,48475154.0,R,Action,3502.0,129.0,2003.0,277300260
215,2018-03-20,Ready Player One,150000000,137690172,579055653,41769050.0,PG-13,Adventure,4234.0,140.0,2018.0,429055653
216,2005-11-04,Chicken Little,150000000,135386665,310043823,40049778.0,G,Adventure,3658.0,82.0,2005.0,160043823
217,2006-05-05,Mission: Impossible III,150000000,133501348,399387745,47743273.0,PG-13,Action,4059.0,126.0,2006.0,249387745
218,2009-05-15,Angels & Demons,150000000,133375846,490875846,46204168.0,PG-13,Thriller/Suspense,3527.0,138.0,2009.0,340875846
219,2004-05-13,Troy,150000000,133298577,483152040,46865412.0,R,Action,3411.0,162.0,2004.0,333152040
220,2010-07-01,The Last Airbender,150000000,131772187,319713881,40325019.0,PG,Adventure,3203.0,103.0,2010.0,169713881
221,2007-11-02,Bee Movie,150000000,126631277,287594577,38021044.0,PG,Adventure,3984.0,90.0,2007.0,137594577
222,2009-07-24,G-Force,150000000,119436770,292817841,31706934.0,PG,Adventure,3697.0,87.0,2009.0,142817841
223,2008-11-21,Bolt,150000000,114053579,328015029,26223128.0,PG,Adventure,3654.0,96.0,2008.0,178015029
224,2021-11-24,Encanto,150000000,96093622,230873149,27206494.0,PG,Adventure,3980.0,109.0,2021.0,80873149
225,2012-03-28,Wrath of the Titans,150000000,83670083,305270083,33457188.0,PG-13,Adventure,3545.0,99.0,2012.0,155270083
226,2007-11-16,Beowulf,150000000,82280579,195080579,27515871.0,PG-13,Adventure,3249.0,115.0,2007.0,45080579
227,2012-05-09,Dark Shadows,150000000,79727149,238202668,29685274.0,PG-13,Black Comedy,3755.0,112.0,2012.0,88202668
228,2013-06-28,White House Down,150000000,73103784,205440387,24852258.0,PG-13,Thriller/Suspense,3222.0,131.0,2013.0,55440387
229,2021-07-14,Space Jam: A New Legacy,150000000,70592228,144003749,31053362.0,PG,Comedy,4002.0,115.0,2021.0,-5996251
230,2010-02-12,The Wolfman,150000000,62189884,142634358,31479235.0,R,Horror,3223.0,102.0,2010.0,-7365642
231,2016-12-15,The Great Wall,150000000,45157105,334486852,18469620.0,PG-13,Action,3328.0,104.0,2016.0,184486852
232,2015-09-25,Pan,150000000,35088320,151525973,15315435.0,PG,Adventure,3515.0,111.0,2015.0,1525973
233,2011-03-11,Mars Needs Moms,150000000,21392758,39549758,6914488.0,PG,Adventure,3117.0,88.0,2011.0,-110450242
234,2022-02-03,Moonfall,150000000,19060660,59049032,9868997.0,PG-13,Action,3446.0,124.0,2022.0,-90950968
237,2006-11-03,Flushed Away,149000000,64665672,179357126,18814323.0,PG,Adventure,3707.0,85.0,2006.0,30357126
238,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,60316738.0,PG,Adventure,4263.0,85.0,2012.0,601921271
239,2011-12-14,Mission: Impossible—Ghost Protocol,145000000,209397903,694713230,12785204.0,PG-13,Action,3555.0,132.0,2011.0,549713230
240,2014-06-05,How to Train Your Dragon 2,145000000,177002924,614586270,49451322.0,PG,Adventure,4268.0,102.0,2014.0,469586270
241,1999-06-16,Tarzan,145000000,171091819,448191819,34221968.0,G,Adventure,3131.0,88.0,1999.0,303191819
242,2014-02-20,Mr. Peabody & Sherman,145000000,111506430,269806430,32207057.0,PG,Adventure,3951.0,91.0,2014.0,124806430
243,2012-11-20,Rise of the Guardians,145000000,103412758,306900902,23773465.0,PG,Adventure,3672.0,97.0,2012.0,161900902
244,2005-04-08,Sahara,145000000,68671925,121645390,18068372.0,PG-13,Adventure,3200.0,124.0,2005.0,-23354610
245,2016-07-13,Ghostbusters,144000000,128350574,229008658,46018755.0,PG-13,Comedy,3963.0,117.0,2016.0,85008658
246,2002-11-22,Die Another Day,142000000,160942139,431942139,47072040.0,PG-13,Action,3377.0,133.0,2002.0,289942139
248,2009-05-08,Star Trek,140000000,257730019,386839614,79204289.0,PG-13,Adventure,4053.0,125.0,2009.0,246839614
249,1998-07-01,Armageddon,140000000,201578182,554600000,36089972.0,PG-13,Adventure,3184.0,150.0,1998.0,414600000
250,2002-07-03,Men in Black 2,140000000,190418803,441767803,52148751.0,PG-13,Action,3641.0,86.0,2002.0,301767803
251,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,65058524.0,PG-13,Action,3715.0,124.0,2011.0,230569776
252,2016-01-23,Kung Fu Panda 3,140000000,143528619,521170825,41282042.0,PG,Adventure,3987.0,94.0,2016.0,381170825
253,1998-07-10,Lethal Weapon 4,140000000,130444603,285400000,34048124.0,R,Action,3117.0,127.0,1998.0,145400000
254,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705,40501814.0,PG-13,Action,3734.0,110.0,2013.0,235740705
255,2003-12-05,The Last Samurai,140000000,111110575,456810575,24271354.0,R,Action,2938.0,154.0,2003.0,316810575
256,2005-12-21,Fun With Dick And Jane,140000000,110550000,203018919,14383515.0,PG-13,Comedy,3239.0,90.0,2005.0,63018919
257,2014-12-05,Exodus: Gods and Kings,140000000,65014513,268314513,24115934.0,PG-13,Drama,3503.0,150.0,2014.0,128314513
258,2016-06-30,The BFG,140000000,55483770,199646680,18775350.0,PG,Adventure,3392.0,115.0,2016.0,59646680
259,2019-10-03,Gemini Man,140000000,48546770,166623705,20552372.0,PG-13,Action,3642.0,116.0,2019.0,26623705
260,2016-02-24,Gods of Egypt,140000000,31153464,138836756,14123903.0,PG-13,Adventure,3117.0,127.0,2016.0,-1163244
262,2002-05-03,Spider-Man,139000000,403706375,821706375,114844116.0,PG-13,Adventure,3876.0,121.0,2002.0,682706375
263,2009-03-06,Watchmen,138000000,107509799,186976250,55214334.0,R,Action,3611.0,161.0,2009.0,48976250
264,2005-07-29,Stealth,138000000,32116746,76416746,13251545.0,PG-13,Action,3495.0,121.0,2005.0,-61583254
265,2008-06-13,The Incredible Hulk,137500000,134806913,265573859,55414050.0,PG-13,Adventure,3508.0,112.0,2008.0,128073859
266,2003-06-20,Hulk,137000000,132177234,245031679,62128420.0,PG-13,Action,3674.0,138.0,2003.0,108031679
267,2001-07-11,Final Fantasy: The Spirits Within,137000000,32131830,85131830,11408853.0,PG-13,Adventure,2649.0,106.0,2001.0,-51868170
268,2012-11-14,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,829724737,141067634.0,PG-13,Drama,4070.0,115.0,2012.0,693524737
269,2013-03-15,The Croods,135000000,187168425,573068425,43639736.0,PG,Adventure,4065.0,98.0,2013.0,438068425
270,2015-12-25,The Revenant,135000000,183637894,532938302,474560.0,R,Adventure,3711.0,156.0,2015.0,397938302
271,1999-11-19,The World is Not Enough,135000000,126930660,361730660,35519007.0,PG-13,Action,3165.0,128.0,1999.0,226730660
272,2011-03-04,Rango,135000000,123477607,245724600,38079323.0,PG,Adventure,3923.0,107.0,2011.0,110724600
273,2003-11-14,Master and Commander: The Far Side of the World,135000000,93926386,212912137,25105990.0,PG-13,Adventure,3101.0,139.0,2003.0,77912137
274,2013-07-17,Turbo,135000000,83028130,286896578,21312625.0,PG,Adventure,3809.0,96.0,2013.0,151896578
275,2016-06-02,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,35316382.0,PG-13,Adventure,4071.0,112.0,2016.0,110328374
276,2011-11-18,Happy Feet Two,135000000,64006466,157956466,21237068.0,PG,Adventure,3611.0,99.0,2011.0,22956466
277,2006-07-28,Miami Vice,135000000,63478838,164920076,25723815.0,R,Action,3026.0,132.0,2006.0,29920076
278,2018-10-31,The Nutcracker and the Four Realms,132900000,54858851,170024300,20352491.0,PG,Adventure,3766.0,99.0,2018.0,37124300
279,2005-06-24,War of the Worlds,132000000,234280354,606836535,64878725.0,PG-13,Action,3910.0,116.0,2005.0,474836535
280,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,25447444.0,PG,Adventure,3775.0,92.0,2014.0,234942531
281,2013-11-15,The Hunger Games: Catching Fire,130000000,424668047,864868047,158074286.0,PG-13,Adventure,4163.0,146.0,2013.0,734868047
282,2004-05-31,Harry Potter and the Prisoner of Azkaban,130000000,249757726,789592708,93687367.0,PG,Adventure,3855.0,141.0,2004.0,659592708
283,2007-08-03,The Bourne Ultimatum,130000000,227471070,444043396,69283690.0,PG-13,Thriller/Suspense,3701.0,113.0,2007.0,314043396
284,2018-07-03,Ant-Man and the Wasp,130000000,216648740,623144660,75812205.0,PG-13,Action,4206.0,118.0,2018.0,493144660
285,2008-06-06,Kung Fu Panda,130000000,215434591,631910531,60239130.0,PG,Adventure,4136.0,91.0,2008.0,501910531
286,2015-07-14,Ant-Man,130000000,180202163,518858449,57225526.0,PG-13,Action,3868.0,117.0,2015.0,388858449
287,2015-03-19,Home,130000000,177397510,385997896,52107731.0,PG,Adventure,3801.0,94.0,2015.0,255997896
288,2018-12-19,Mary Poppins Returns,130000000,171958438,348901032,23523121.0,PG,Musical,4090.0,130.0,2018.0,218901032
289,2011-10-28,Puss in Boots,130000000,149260504,554987477,34077439.0,PG,Adventure,3963.0,90.0,2011.0,424987477
290,2010-11-05,Megamind,130000000,148415853,321887208,46016833.0,PG,Adventure,3949.0,95.0,2010.0,191887208
291,2003-07-18,Bad Boys II,130000000,138540870,273271982,46522560.0,R,Action,3202.0,140.0,2003.0,143271982
292,2014-03-20,Rio 2,130000000,131538435,492846291,39327869.0,G,Adventure,3975.0,101.0,2014.0,362846291
293,2010-07-23,Salt,130000000,118311368,290650494,36011243.0,PG-13,Thriller/Suspense,3612.0,100.0,2010.0,160650494
294,2014-03-27,Noah,130000000,101200044,352831065,43720472.0,PG-13,Drama,3571.0,137.0,2014.0,222831065
295,2011-10-28,The Adventures of Tintin,130000000,77591831,373993951,9720993.0,PG,Adventure,3087.0,104.0,2011.0,243993951
296,2013-05-31,After Earth,130000000,60522097,251499665,27520040.0,PG-13,Action,3401.0,99.0,2013.0,121499665
297,2008-11-26,Australia,130000000,49554002,215080810,14800723.0,PG-13,Drama,2721.0,165.0,2008.0,85080810
298,2013-07-19,R.I.P.D.,130000000,33618855,79076678,12691415.0,PG-13,Action,2852.0,98.0,2013.0,-50923322
299,2019-01-03,How to Train Your Dragon: The Hidden World,129000000,160799505,521214533,55022245.0,PG,Adventure,4286.0,104.0,2019.0,392214533
300,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,688288353,138122261.0,PG-13,Drama,4066.0,117.0,2011.0,560788353
301,2000-05-19,Dinosaur,127500000,137748063,356148063,38854851.0,PG,Adventure,3319.0,82.0,2000.0,228648063
302,2017-02-23,Logan,127000000,226277068,614202315,88411916.0,R,Action,4071.0,135.0,2017.0,487202315
303,2014-12-18,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,17100520.0,PG,Adventure,3914.0,97.0,2014.0,226756621
304,2011-07-13,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1316355322,169189427.0,PG-13,Adventure,4375.0,131.0,2011.0,1191355322
305,2014-11-19,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,121897634.0,PG-13,Thriller/Suspense,4151.0,123.0,2014.0,641575131
306,2001-11-15,Harry Potter and the Sorcerer’s Stone,125000000,317871467,965054122,90294621.0,PG,Adventure,3672.0,152.0,2001.0,840054122
307,2019-12-04,Jumanji: The Next Level,125000000,316831246,798332900,59251543.0,PG-13,Adventure,4227.0,123.0,2019.0,673332900
308,2010-11-17,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,951767705,125017372.0,PG-13,Adventure,4125.0,146.0,2010.0,826767705
309,2006-05-19,The Da Vinci Code,125000000,217536138,767820459,77073388.0,PG-13,Thriller/Suspense,3757.0,152.0,2006.0,642820459
310,2003-04-30,X-Men 2,125000000,214949694,406348630,85558731.0,PG-13,Action,3749.0,135.0,2003.0,281348630
311,2011-04-21,Fast Five,125000000,210031325,630163454,86198765.0,PG-13,Action,3793.0,130.0,2011.0,505163454
312,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,65575105.0,PG-13,Adventure,3980.0,101.0,2014.0,360004754
313,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,39637079.0,PG-13,Action,3703.0,129.0,2011.0,410663443
314,2004-05-27,The Day After Tomorrow,125000000,186740799,555840117,68743584.0,PG-13,Adventure,3444.0,123.0,2004.0,430840117
315,2017-03-17,The Boss Baby,125000000,175003033,527965936,50198902.0,PG,Adventure,3829.0,97.0,2017.0,402965936
316,2010-04-01,Clash of the Titans,125000000,163214888,493214888,61235105.0,PG-13,Action,3802.0,106.0,2010.0,368214888
317,2016-10-12,Trolls,125000000,153707064,343242613,46581142.0,PG,Adventure,4066.0,93.0,2016.0,218242613
318,1998-05-19,Godzilla,125000000,136314294,376000000,93188384.0,PG-13,Action,3952.0,123.0,1998.0,251000000
319,2012-05-30,Prometheus,125000000,126477084,402448265,51050101.0,R,Thriller/Suspense,3442.0,124.0,2012.0,277448265
320,2012-08-10,The Bourne Legacy,125000000,113203870,280355920,38142825.0,PG-13,Thriller/Suspense,3753.0,135.0,2012.0,155355920
321,1997-06-20,Batman & Robin,125000000,107325195,238317814,42872605.0,PG-13,Action,2942.0,125.0,1997.0,113317814
322,2018-07-05,Skyscraper,125000000,68420120,304868961,24905015.0,PG,Action,3822.0,103.0,2018.0,179868961
323,2020-01-03,The Call of the Wild,125000000,62342368,107360936,24791624.0,PG,Adventure,3914.0,100.0,2020.0,-17639064
324,2012-08-03,Total Recall,125000000,58877969,211856088,25577758.0,PG-13,Action,3601.0,117.0,2012.0,86856088
325,2016-12-21,Assassin’s Creed,125000000,54647948,240759682,10278225.0,PG-13,Action,2996.0,116.0,2016.0,115759682
326,2016-12-29,Monster Trucks,125000000,33370166,61642798,10950705.0,PG-13,Adventure,3119.0,104.0,2016.0,-63357202
327,1999-08-27,The 13th Warrior,125000000,32698899,61698899,10267756.0,R,Action,2313.0,103.0,1999.0,-63301101
328,2000-11-17,How the Grinch Stole Christmas,123000000,260348825,345445403,55820330.0,PG,Adventure,3256.0,105.0,2000.0,222445403
329,2000-05-24,Mission: Impossible 2,120000000,215409889,549588516,57845297.0,PG-13,Action,3669.0,126.0,2000.0,429588516
330,2000-06-30,The Perfect Storm,120000000,182618434,328711434,41325042.0,PG-13,Drama,3407.0,129.0,2000.0,208711434
331,2016-07-20,Jason Bourne,120000000,162192920,416168316,59215365.0,PG-13,Action,4039.0,123.0,2016.0,296168316
332,2022-02-10,Uncharted,120000000,148648820,401748820,44010155.0,PG-13,Adventure,4275.0,116.0,2022.0,281748820
333,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691,58051684.0,PG,Action,3963.0,91.0,2007.0,169480691
334,2012-11-21,Life of Pi,120000000,124987022,619310368,22451514.0,PG,Drama,2946.0,125.0,2012.0,499310368
335,2007-02-16,Ghost Rider,120000000,115802596,229545589,45388836.0,PG-13,Action,3620.0,110.0,2007.0,109545589
336,2018-04-09,Rampage,120000000,101028233,427947217,35753093.0,PG-13,Action,4115.0,107.0,2018.0,307947217
337,2003-06-27,Charlie's Angels: Full Throttle,120000000,100814328,227163273,37634221.0,PG-13,Action,3485.0,106.0,2003.0,107163273
338,2013-08-09,Elysium,120000000,93050117,286192091,29807393.0,R,Action,3284.0,109.0,2013.0,166192091
339,2013-04-19,Oblivion,120000000,89107235,287916633,37054485.0,PG-13,Thriller/Suspense,3792.0,125.0,2013.0,167916633
340,2017-03-24,Power Rangers,120000000,85364450,142531552,40300288.0,PG-13,Action,3693.0,124.0,2017.0,22531552
341,2002-07-19,Stuart Little 2,120000000,64956806,166000000,15115152.0,PG,Adventure,3282.0,77.0,2002.0,46000000
342,2014-02-12,RoboCop,120000000,58607007,242981799,21681430.0,PG-13,Action,3372.0,116.0,2014.0,122981799
343,2004-06-11,The Chronicles of Riddick,120000000,57712751,107212751,24289165.0,PG-13,Adventure,2759.0,119.0,2004.0,-12787249
345,2008-05-09,Speed Racer,120000000,43945766,93394462,18561337.0,PG,Action,3606.0,135.0,2008.0,-26605538
346,2005-07-22,The Island,120000000,35818913,163018913,12409070.0,PG-13,Action,3138.0,136.0,2005.0,43018913
347,2010-12-17,How Do You Know?,120000000,30212620,49628177,7484696.0,R,Romantic Comedy,2483.0,121.0,2010.0,-70371823
350,2010-06-23,Knight and Day,117000000,76423035,258751370,20139985.0,PG-13,Action,3104.0,109.0,2010.0,141751370
352,2018-10-02,Venom,116000000,213511408,856081053,80255756.0,PG-13,Action,4250.0,112.0,2018.0,740081053
353,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677,64810970.0,PG,Adventure,3126.0,133.0,1999.0,912044677
354,2005-05-19,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877,108435841.0,PG-13,Adventure,3663.0,139.0,2005.0,733998877
355,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615,80027814.0,PG,Adventure,3161.0,143.0,2002.0,541695615
356,2001-11-02,"Monsters, Inc.",115000000,290149425,560483719,62577067.0,G,Adventure,3649.0,92.0,2001.0,445483719
357,2013-07-26,The Wolverine,115000000,132556852,416456852,53113752.0,PG-13,Action,3924.0,126.0,2013.0,301456852
358,1997-02-07,Dante’s Peak,115000000,67163857,178200000,18479435.0,PG-13,Thriller/Suspense,2761.0,109.0,1997.0,63200000
359,2016-04-06,The Huntsman: Winter’s War,115000000,48003015,165149302,19445035.0,PG-13,Action,3802.0,113.0,2016.0,50149302
360,2002-06-14,Windtalkers,115000000,40914068,77628265,14520412.0,R,Action,2898.0,134.0,2002.0,-37371735
363,2010-12-24,Gulliver's Travels,112000000,42779261,232017848,6307691.0,PG,Adventure,3089.0,87.0,2010.0,120017848
364,2017-12-08,Ferdinand,111000000,84410380,288510892,13401586.0,PG,Adventure,3630.0,107.0,2017.0,177510892
365,2018-05-11,Deadpool 2,110000000,324591735,786362370,125507153.0,R,Action,4349.0,119.0,2018.0,676362370
366,2013-10-03,Gravity,110000000,274092705,688214291,55785112.0,PG-13,Thriller/Suspense,3820.0,91.0,2013.0,578214291
367,2006-12-22,Night at the Museum,110000000,250863268,579446407,30433781.0,PG,Adventure,3768.0,108.0,2006.0,469446407
368,2021-09-30,Venom: Let There be Carnage,110000000,213550366,501600379,90033210.0,PG-13,Action,4225.0,97.0,2021.0,391600379
369,2005-06-10,Mr. and Mrs. Smith,110000000,186336279,486124090,50342878.0,PG-13,Action,3451.0,120.0,2005.0,376124090
370,2015-05-27,San Andreas,110000000,155190832,456258539,54588173.0,PG-13,Adventure,3812.0,114.0,2015.0,346258539
371,2011-07-29,The Smurfs,110000000,142614158,563749323,35611637.0,PG,Adventure,3427.0,103.0,2011.0,453749323
372,2007-06-27,Live Free or Die Hard,110000000,134529403,382288147,33369559.0,PG-13,Action,3411.0,129.0,2007.0,272288147
373,2015-03-18,The Divergent Series: Insurgent,110000000,130179072,295075882,52263680.0,PG-13,Action,3875.0,118.0,2015.0,185075882
374,2004-12-10,Ocean's Twelve,110000000,125531634,362989076,39153380.0,PG-13,Adventure,3290.0,125.0,2004.0,252989076
375,1997-12-19,Tomorrow Never Dies,110000000,125304276,339504276,25143007.0,PG-13,Action,2807.0,119.0,1997.0,229504276
376,2000-06-28,The Patriot,110000000,113330342,215300000,22413710.0,R,Drama,3061.0,164.0,2000.0,105300000
377,2014-03-07,300: Rise of an Empire,110000000,106580051,330780051,45038460.0,R,Action,3490.0,102.0,2014.0,220780051
378,2004-12-17,The Aviator,110000000,102608827,208370892,858021.0,PG-13,Drama,2530.0,170.0,2004.0,98370892
379,2016-12-21,Passengers,110000000,100014699,302239672,14869736.0,PG-13,Thriller/Suspense,3478.0,116.0,2016.0,192239672
